[["PAYANN","ESTAB","EMP","NAICS2012","OPTAX","state","county"],
["0","3","0","541511","A","46","013"],
["0","1","0","541511","A","53","027"],
["1155","9","20","541511","A","48","441"],
["0","1","0","541511","A","26","091"],
["0","16","0","541511","A","39","133"],
["0","119","0","541511","A","39","153"],
["0","1","0","541511","A","35","035"],
["0","4","0","541511","A","13","095"],
["0","1","0","541511","A","13","177"],
["0","9","0","541511","A","41","043"],
["112849","95","1200","541511","A","36","001"],
["0","25","0","541511","A","36","083"],
["0","53","0","541511","A","36","091"],
["0","30","0","541511","A","36","093"],
["0","1","0","541511","A","27","047"],
["0","5","0","541511","A","01","095"],
["41505","95","610","541511","A","35","001"],
["0","16","0","541511","A","35","043"],
["0","2","0","541511","A","35","061"],
["400","4","12","541511","A","22","079"],
["3920","20","63","541511","A","34","041"],
["0","2","0","541511","A","42","025"],
["61684","54","789","541511","A","42","077"],
["0","31","0","541511","A","42","095"],
["0","2","0","541511","A","26","057"],
["0","1","0","541511","A","26","007"],
["0","9","0","541511","A","42","013"],
["0","1","0","541511","A","40","065"],
["0","1","0","541511","A","48","065"],
["4768","5","49","541511","A","48","375"],
["0","11","0","541511","A","48","381"],
["7199","30","140","541511","A","19","169"],
["0","1","0","541511","A","36","057"],
["0","38","0","541511","A","02","020"],
["0","8","0","541511","A","02","170"],
["0","1","0","541511","A","48","003"],
["0","1","0","541511","A","18","151"],
["117788","168","1497","541511","A","26","161"],
["0","3","0","541511","A","01","015"],
["0","3","0","541511","A","55","015"],
["0","21","0","541511","A","55","087"],
["0","2","0","541511","A","40","019"],
["0","2","0","541511","A","20","035"],
["0","48","0","541511","A","37","021"],
["0","6","0","541511","A","37","087"],
["0","10","0","541511","A","37","089"],
["0","1","0","541511","A","37","115"],
["0","1","0","541511","A","39","005"],
["0","1","0","541511","A","39","007"],
["0","4","0","541511","A","41","007"],
["0","5","0","541511","A","39","009"],
["0","1","0","541511","A","47","107"],
["0","2","0","541511","A","48","213"],
["0","20","0","541511","A","13","059"],
["0","1","0","541511","A","13","195"],
["0","10","0","541511","A","13","219"],
["0","2","0","541511","A","13","221"],
["0","3","0","541511","A","13","013"],
["0","6","0","541511","A","13","015"],
["0","1","0","541511","A","13","035"],
["0","6","0","541511","A","13","045"],
["22344","90","312","541511","A","13","057"],
["941","6","14","541511","A","13","063"],
["222803","356","2567","541511","A","13","067"],
["1433","14","24","541511","A","13","077"],
["0","4","0","541511","A","13","085"],
["164711","274","2194","541511","A","13","089"],
["0","16","0","541511","A","13","097"],
["0","26","0","541511","A","13","113"],
["75204","202","959","541511","A","13","117"],
["736018","797","8815","541511","A","13","121"],
["316493","427","4284","541511","A","13","135"],
["0","1","0","541511","A","13","143"],
["1456","15","25","541511","A","13","151"],
["0","1","0","541511","A","13","171"],
["0","2","0","541511","A","13","211"],
["1364","6","21","541511","A","13","217"],
["2058","13","34","541511","A","13","223"],
["0","7","0","541511","A","13","227"],
["0","1","0","541511","A","13","231"],
["5941","11","76","541511","A","13","247"],
["0","5","0","541511","A","13","255"],
["729","9","20","541511","A","13","297"],
["0","32","0","541511","A","34","001"],
["0","4","0","541511","A","18","033"],
["0","1","0","541511","A","36","011"],
["2557","12","53","541511","A","01","081"],
["17836","9","280","541511","A","13","073"],
["8936","11","177","541511","A","13","245"],
["2875","10","36","541511","A","45","003"],
["0","14","0","541511","A","23","011"],
["0","1","0","541511","A","27","099"],
["0","2","0","541511","A","48","021"],
["0","33","0","541511","A","48","209"],
["501957","724","6276","541511","A","48","453"],
["48435","180","639","541511","A","48","491"],
["0","1","0","541511","A","13","087"],
["27812","43","323","541511","A","06","029"],
["422865","183","3759","541511","A","24","003"],
["144066","185","1809","541511","A","24","005"],
["0","46","0","541511","A","24","013"],
["17017","41","231","541511","A","24","025"],
["494352","329","4907","541511","A","24","027"],
["0","6","0","541511","A","24","035"],
["139639","101","1878","541511","A","24","510"],
