[["PAYANN","ESTAB","EMP","NAICS2012","OPTAX","state","county"],
["3971","5","50","541330","A","46","013"],
["0","6","0","541330","A","53","027"],
["0","1","0","541330","A","48","253"],
["0","18","0","541330","A","48","441"],
["0","1","0","541330","A","40","123"],
["3170","8","70","541330","A","26","091"],
["4759","16","62","541330","A","39","133"],
["205838","129","2353","541330","A","39","153"],
["0","6","0","541330","A","35","035"],
["42446","21","1032","541330","A","13","095"],
["0","3","0","541330","A","13","177"],
["0","2","0","541330","A","13","273"],
["4485","13","90","541330","A","41","043"],
["126558","72","1543","541330","A","36","001"],
["0","26","0","541330","A","36","083"],
["43597","55","594","541330","A","36","091"],
["0","24","0","541330","A","36","093"],
["0","2","0","541330","A","36","095"],
["0","5","0","541330","A","37","167"],
["0","2","0","541330","A","27","047"],
["3550","11","65","541330","A","01","095"],
["210202","218","3118","541330","A","35","001"],
["0","14","0","541330","A","35","043"],
["0","2","0","541330","A","35","057"],
["0","4","0","541330","A","35","061"],
["19422","21","281","541330","A","22","079"],
["6673","6","91","541330","A","27","041"],
["0","2","0","541330","A","48","249"],
["6074","18","97","541330","A","34","041"],
["0","2","0","541330","A","42","025"],
["83098","69","919","541330","A","42","077"],
["0","52","0","541330","A","42","095"],
["1291","3","30","541330","A","26","007"],
["20045","15","350","541330","A","42","013"],
["0","6","0","541330","A","40","065"],
["0","1","0","541330","A","48","065"],
["31039","18","295","541330","A","48","375"],
["0","11","0","541330","A","48","381"],
["0","4","0","541330","A","13","261"],
["10588","17","132","541330","A","19","169"],
["0","1","0","541330","A","36","057"],
["405325","148","5371","541330","A","02","020"],
["4299","14","53","541330","A","02","170"],
["0","4","0","541330","A","18","151"],
["255976","127","2825","541330","A","26","161"],
["4349","9","107","541330","A","01","015"],
["307","5","10","541330","A","55","015"],
["54739","34","714","541330","A","55","087"],
["0","3","0","541330","A","12","027"],
["0","4","0","541330","A","40","019"],
["0","1","0","541330","A","05","019"],
["0","4","0","541330","A","20","035"],
["22621","58","388","541330","A","37","021"],
["0","3","0","541330","A","37","087"],
["0","13","0","541330","A","37","089"],
["0","1","0","541330","A","37","115"],
["0","1","0","541330","A","39","005"],
["0","5","0","541330","A","39","007"],
["591","4","16","541330","A","41","007"],
["0","1","0","541330","A","20","005"],
["0","4","0","541330","A","39","009"],
["0","3","0","541330","A","47","107"],
["0","5","0","541330","A","48","213"],
["2091","10","41","541330","A","13","059"],
["0","1","0","541330","A","13","195"],
["2247","10","37","541330","A","13","219"],
["0","2","0","541330","A","13","221"],
["0","7","0","541330","A","13","013"],
["895","10","19","541330","A","13","015"],
["0","4","0","541330","A","13","035"],
["2513","6","45","541330","A","13","045"],
["20892","53","343","541330","A","13","057"],
["13793","14","177","541330","A","13","063"],
["294282","217","4322","541330","A","13","067"],
["5059","13","83","541330","A","13","077"],
["0","4","0","541330","A","13","085"],
["109774","125","1363","541330","A","13","089"],
["6482","22","172","541330","A","13","097"],
["4702","31","75","541330","A","13","113"],
["69548","85","997","541330","A","13","117"],
["557109","353","9066","541330","A","13","121"],
