[["PAYANN","ESTAB","EMP","NAICS2012","OPTAX","state","county"],
["18396","80","430","54","A","46","013"],
["711","6","21","54","A","46","045"],
["18557","91","427","54","A","53","027"],
["2126","11","49","54","A","48","059"],
["1660","14","44","54","A","48","253"],
["72678","274","1775","54","A","48","441"],
["12401","80","342","54","A","40","123"],
["20066","119","613","54","A","26","091"],
["0","224","0","54","A","39","133"],
["856716","1500","14776","54","A","39","153"],
["0","71","0","54","A","35","035"],
["0","2","0","54","A","13","007"],
["0","220","0","54","A","13","095"],
["3263","28","102","54","A","13","177"],
["0","9","0","54","A","13","273"],
["1661","16","55","54","A","13","321"],
["27823","164","802","54","A","41","043"],
["1023265","1116","14737","54","A","36","001"],
["192962","280","3464","54","A","36","083"],
["210184","605","3852","54","A","36","091"],
["284302","276","3772","54","A","36","093"],
["6504","36","208","54","A","36","095"],
["11573","69","315","54","A","37","167"],
["9507","37","235","54","A","27","047"],
["18816","124","558","54","A","01","095"],
["1101771","2261","18714","54","A","35","001"],
["39639","172","760","54","A","35","043"],
["0","13","0","54","A","35","057"],
["0","75","0","54","A","35","061"],
["0","6","0","54","A","22","043"],
["0","285","0","54","A","22","079"],
["21442","83","508","54","A","27","041"],
["12930","62","273","54","A","48","249"],
["0","230","0","54","A","34","041"],
["9681","60","241","54","A","42","025"],
["0","754","0","54","A","42","077"],
["252579","590","4342","54","A","42","095"],
["7045","29","142","54","A","26","057"],
["6864","40","193","54","A","26","007"],
["74845","221","1789","54","A","42","013"],
["0","41","0","54","A","40","065"],
["0","1","0","54","A","48","011"],
["0","6","0","54","A","48","065"],
["115286","322","1967","54","A","48","375"],
["66734","199","2294","54","A","48","381"],
["0","2","0","54","A","13","249"],
["0","39","0","54","A","13","261"],
["53268","203","1114","54","A","19","169"],
["7458","61","252","54","A","36","057"],
["958820","1141","13516","54","A","02","020"],
["45362","165","915","54","A","02","170"],
["0","24","0","54","A","48","003"],
["4121","55","171","54","A","18","151"],
["928086","1284","13390","54","A","26","161"],
["43072","167","1140","54","A","01","015"],
["7817","64","206","54","A","55","015"],
["179535","385","3279","54","A","55","087"],
["3677","32","114","54","A","12","027"],
["33686","134","722","54","A","40","019"],
["23945","28","463","54","A","05","019"],
["5632","64","218","54","A","20","035"],
["206198","873","4336","54","A","37","021"],
["15481","117","461","54","A","37","087"],
["30927","222","821","54","A","37","089"],
["930","21","34","54","A","37","115"],
["42808","69","962","54","A","39","005"],
["0","118","0","54","A","39","007"],
["7209","87","326","54","A","41","007"],
["0","21","0","54","A","20","005"],
["23582","71","580","54","A","39","009"],
["5479","52","350","54","A","47","107"],
["68861","93","3061","54","A","48","213"],
["68479","303","1697","54","A","13","059"],
["1891","25","75","54","A","13","195"],
["31623","147","738","54","A","13","219"],
["0","15","0","54","A","13","221"],
["87711","101","3525","54","A","13","013"],
["20180","141","486","54","A","13","015"],
["2139","22","78","54","A","13","035"],
["23484","147","716","54","A","13","045"],
["132981","740","2735","54","A","13","057"],
["39892","221","982","54","A","13","063"],
["2097391","3387","33011","54","A","13","067"],
["35104","195","894","54","A","13","077"],
["5406","54","135","54","A","13","085"],
["1107155","2872","17884","54","A","13","089"],
["37186","226","1000","54","A","13","097"],
["130798","422","2127","54","A","13","113"],
["307114","1066","4442","54","A","13","117"],
["7830967","6943","93363","54","A","13","121"],
["0","3177","0","54","A","13","135"],
["2232","33","86","54","A","13","143"],
["0","4","0","54","A","13","149"],
["57471","294","1380","54","A","13","151"],
["0","11","0","54","A","13","159"],
["1245","16","54","54","A","13","171"],
["1291","13","43","54","A","13","199"],
["19316","44","479","54","A","13","211"],
["12751","103","392","54","A","13","217"],
["22335","165","565","54","A","13","223"],
["7274","81","328","54","A","13","227"],
["0","18","0","54","A","13","231"],
["43421","181","952","54","A","13","247"],
["14517","85","374","54","A","13","255"],
["18780","158","516","54","A","13","297"],
["0","579","0","54","A","34","001"],
["14530","71","449","54","A","18","033"],
["19860","92","477","54","A","36","011"],
["55058","202","1474","54","A","01","081"],
["0","16","0","54","A","13","033"],
["70858","208","1348","54","A","13","073"],
["0","10","0","54","A","13","181"],
["0","24","0","54","A","13","189"],
["213821","478","4251","54","A","13","245"],
["471304","243","4751","54","A","45","003"],
["1098","17","42","54","A","45","037"],
["0","302","0","54","A","23","011"],
["0","44","0","54","A","27","099"],
["14617","101","416","54","A","48","021"],
["2168","32","108","54","A","48","055"],
["77709","381","1870","54","A","48","209"],
["4870874","5624","59846","54","A","48","453"],
["451632","1118","7490","54","A","48","491"],
["5499","38","147","54","A","13","087"],
["637327","1204","11757","54","A","06","029"],
["2467924","2027","24815","54","A","24","003"],
["1657702","2692","24678","54","A","24","005"],
["125579","494","2471","54","A","24","013"],
["0","697","0","54","A","24","025"],
["3126158","1883","35086","54","A","24","027"],
["0","158","0","54","A","24","035"],
["1890547","1555","21994","54","A","24","510"],
["84504","328","1831","54","A","23","019"],
["49333","120","982","54","A","55","111"],
["5202","68","243","54","A","21","179"],
["341749","733","4806","54","A","25","001"],
