[["PAYANN","ESTAB","EMP","NAICS2012","OPTAX","state","county"],
["0","2","0","61","A","46","013"],
["355","5","12","61","A","53","027"],
["0","1","0","61","A","48","059"],
["0","1","0","61","A","48","253"],
["2449","24","145","61","A","48","441"],
["550","5","16","61","A","40","123"],
["1299","11","33","61","A","26","091"],
["2366","16","94","61","A","39","133"],
["26831","133","1072","61","A","39","153"],
["0","5","0","61","A","35","035"],
["0","11","0","61","A","13","095"],
["0","1","0","61","A","13","177"],
["0","1","0","61","A","13","321"],
["896","9","139","61","A","41","043"],
["27947","105","1187","61","A","36","001"],
["0","25","0","61","A","36","083"],
["15438","52","503","61","A","36","091"],
["4356","26","175","61","A","36","093"],
["0","2","0","61","A","36","095"],
["0","7","0","61","A","37","167"],
["0","4","0","61","A","27","047"],
["0","7","0","61","A","01","095"],
["27447","203","1342","61","A","35","001"],
["3704","30","189","61","A","35","043"],
["0","1","0","61","A","35","057"],
["0","4","0","61","A","35","061"],
["1319","19","98","61","A","22","079"],
["0","3","0","61","A","27","041"],
["0","1","0","61","A","48","249"],
["0","19","0","61","A","34","041"],
["558","11","44","61","A","42","025"],
["15711","81","773","61","A","42","077"],
["5694","53","218","61","A","42","095"],
["0","3","0","61","A","26","057"],
["302","5","13","61","A","26","007"],
["4631","20","146","61","A","42","013"],
["0","3","0","61","A","40","065"],
["0","16","0","61","A","48","375"],
["0","20","0","61","A","48","381"],
["0","5","0","61","A","13","261"],
["0","20","0","61","A","19","169"],
["26","3","4","61","A","36","057"],
["13418","91","548","61","A","02","020"],
["5251","21","231","61","A","02","170"],
["0","2","0","61","A","48","003"],
["226","5","6","61","A","18","151"],
["19848","119","1077","61","A","26","161"],
["0","4","0","61","A","01","015"],
["0","1","0","61","A","55","015"],
["0","43","0","61","A","55","087"],
["0","1","0","61","A","12","027"],
["0","13","0","61","A","40","019"],
["0","3","0","61","A","05","019"],
["0","2","0","61","A","20","035"],
["6107","72","279","61","A","37","021"],
["0","9","0","61","A","37","087"],
["2962","20","78","61","A","37","089"],
["0","2","0","61","A","37","115"],
["0","2","0","61","A","39","005"],
["670","8","69","61","A","39","007"],
["222","8","16","61","A","41","007"],
["0","1","0","61","A","20","005"],
["255","9","39","61","A","39","009"],
["0","1","0","61","A","48","213"],
["9243","36","200","61","A","13","059"],
["0","2","0","61","A","13","195"],
["0","9","0","61","A","13","219"],
["0","2","0","61","A","13","221"],
["395","7","17","61","A","13","013"],
["5245","10","154","61","A","13","015"],
["0","2","0","61","A","13","035"],
["482","13","30","61","A","13","045"],
["6519","49","305","61","A","13","057"],
["13781","34","407","61","A","13","063"],
["47066","250","1803","61","A","13","067"],
["0","17","0","61","A","13","077"],
["140","4","11","61","A","13","085"],
["44747","215","1744","61","A","13","089"],
["0","17","0","61","A","13","097"],
["8960","52","356","61","A","13","113"],
["18255","81","392","61","A","13","117"],
["91439","425","3204","61","A","13","121"],
["40077","273","1642","61","A","13","135"],
["0","2","0","61","A","13","143"],
["2563","25","154","61","A","13","151"],
["0","2","0","61","A","13","171"],
["0","1","0","61","A","13","199"],
["0","2","0","61","A","13","211"],
["280","9","22","61","A","13","217"],
["1681","23","92","61","A","13","223"],
["269","9","11","61","A","13","227"],
["0","2","0","61","A","13","231"],
["5271","19","222","61","A","13","247"],
["1501","6","49","61","A","13","255"],
["380","8","28","61","A","13","297"],
["0","55","0","61","A","34","001"],
["84","5","17","61","A","18","033"],
["418","7","34","61","A","36","011"],
["0","21","0","61","A","01","081"],
["0","26","0","61","A","13","073"],
["0","2","0","61","A","13","189"],
["4362","31","340","61","A","13","245"],
["1889","25","87","61","A","45","003"],
["8361","35","259","61","A","23","011"],
["0","3","0","61","A","27","099"],
["719","7","30","61","A","48","021"],
["539","4","21","61","A","48","055"],
["3696","42","204","61","A","48","209"],
["184408","446","5131","61","A","48","453"],
["9946","116","616","61","A","48","491"],
["0","2","0","61","A","13","087"],
