[["PAYANN","ESTAB","EMP","NAICS2012","OPTAX","state","county"],
["0","42","0","71","A","46","013"],
["0","2","0","71","A","46","045"],
["2929","30","196","71","A","53","027"],
["0","3","0","71","A","48","059"],
["0","5","0","71","A","48","253"],
["11314","58","657","71","A","48","441"],
["0","11","0","71","A","40","123"],
["8675","39","383","71","A","26","091"],
["12284","55","474","71","A","39","133"],
["61772","181","3207","71","A","39","153"],
["6392","17","526","71","A","35","035"],
["5439","24","403","71","A","13","095"],
["0","2","0","71","A","13","273"],
["0","4","0","71","A","13","321"],
["4262","37","289","71","A","41","043"],
["38638","127","2662","71","A","36","001"],
["9042","49","644","71","A","36","083"],
["57791","144","2704","71","A","36","091"],
["23878","52","1224","71","A","36","093"],
["2242","16","91","71","A","36","095"],
["2673","18","273","71","A","37","167"],
["1958","13","103","71","A","27","047"],
["3076","26","160","71","A","01","095"],
["80589","210","3986","71","A","35","001"],
["0","25","0","71","A","35","043"],
["0","2","0","71","A","35","057"],
["0","10","0","71","A","35","061"],
["0","1","0","71","A","22","043"],
["0","31","0","71","A","22","079"],
["2147","33","120","71","A","27","041"],
["0","7","0","71","A","48","249"],
["8964","36","431","71","A","34","041"],
["9994","27","966","71","A","42","025"],
["46398","118","1733","71","A","42","077"],
["24049","94","1232","71","A","42","095"],
["0","11","0","71","A","26","057"],
["0","14","0","71","A","26","007"],
["10039","43","517","71","A","42","013"],
["0","7","0","71","A","40","065"],
["0","1","0","71","A","48","011"],
["190","3","13","71","A","48","065"],
["0","2","0","71","A","48","359"],
["0","51","0","71","A","48","375"],
["5369","29","376","71","A","48","381"],
["0","1","0","71","A","13","249"],
["0","6","0","71","A","13","261"],
["6745","37","445","71","A","19","169"],
["1494","19","113","71","A","36","057"],
["47021","141","2799","71","A","02","020"],
["6747","62","285","71","A","02","170"],
["0","4","0","71","A","48","003"],
["1630","24","73","71","A","18","151"],
["42281","164","2276","71","A","26","161"],
["2780","22","206","71","A","01","015"],
["3075","19","158","71","A","55","015"],
["18943","80","1675","71","A","55","087"],
["0","3","0","71","A","12","027"],
["6558","23","308","71","A","40","019"],
["0","7","0","71","A","05","019"],
["800","9","59","71","A","20","035"],
["51837","129","2538","71","A","37","021"],
["0","16","0","71","A","37","087"],
