[["PAYANN","ESTAB","EMP","NAICS2002","OPTAX","state","county"],
["0","3","0","61","A","1","1"],
["419","17","47","61","A","1","3"],
["0","1","0","61","A","1","5"],
["0","5","0","61","A","1","9"],
["0","1","0","61","A","1","13"],
["1686","9","112","61","A","1","15"],
["0","1","0","61","A","1","17"],
["0","1","0","61","A","1","25"],
["0","1","0","61","A","1","27"],
["0","5","0","61","A","1","31"],
["0","5","0","61","A","1","33"],
["0","3","0","61","A","1","39"],
["0","3","0","61","A","1","43"],
["0","9","0","61","A","1","45"],
["0","2","0","61","A","1","47"],
["0","7","0","61","A","1","49"],
["0","2","0","61","A","1","51"],
["0","1","0","61","A","1","53"],
["0","7","0","61","A","1","55"],
["0","1","0","61","A","1","57"],
["0","1","0","61","A","1","61"],
["0","1","0","61","A","1","65"],
["0","1","0","61","A","1","67"],
["0","6","0","61","A","1","69"],
["0","2","0","61","A","1","71"],
["12848","127","814","61","A","1","73"],
["0","12","0","61","A","1","77"],
["0","13","0","61","A","1","81"],
["0","3","0","61","A","1","83"],
["0","2","0","61","A","1","85"],
["0","2","0","61","A","1","87"],
["0","54","0","61","A","1","89"],
["0","2","0","61","A","1","91"],
["252","9","53","61","A","1","95"],
["7128","48","371","61","A","1","97"],
["2352","30","214","61","A","1","101"],
["0","12","0","61","A","1","103"],
["0","3","0","61","A","1","109"],
["0","3","0","61","A","1","111"],
["0","4","0","61","A","1","113"],
["0","1","0","61","A","1","115"],
["3515","30","163","61","A","1","117"],
["746","5","36","61","A","1","121"],
["0","2","0","61","A","1","123"],
["0","23","0","61","A","1","125"],
["0","1","0","61","A","1","127"],
["8439","68","377","61","A","2","20"],
["0","1","0","61","A","2","50"],
["0","1","0","61","A","2","68"],
["2378","27","126","61","A","2","90"],
["0","9","0","61","A","2","110"],
["0","7","0","61","A","2","122"],
["0","4","0","61","A","2","130"],
["0","2","0","61","A","2","150"],
["1368","12","92","61","A","2","170"],
["798","8","36","61","A","2","220"],
["0","1","0","61","A","2","232"],
["0","3","0","61","A","2","240"],
["0","1","0","61","A","2","261"],
["0","1","0","61","A","2","280"],
["0","2","0","61","A","4","1"],
["0","9","0","61","A","4","3"],
["1059","25","70","61","A","4","5"],
["0","3","0","61","A","4","7"],
["0","4","0","61","A","4","9"],
["0","1","0","61","A","4","12"],
["0","589","0","61","A","4","13"],
["0","6","0","61","A","4","15"],
["0","6","0","61","A","4","17"],
["29631","169","1430","61","A","4","19"],
["0","10","0","61","A","4","21"],
["0","4","0","61","A","4","23"],
["2622","28","122","61","A","4","25"],
["1774","13","125","61","A","4","27"],
["0","1","0","61","A","5","1"],
["0","1","0","61","A","5","3"],
["0","7","0","61","A","5","5"],
["0","12","0","61","A","5","7"],
["0","2","0","61","A","5","9"],
["0","1","0","61","A","5","11"],
["0","2","0","61","A","5","19"],
["0","1","0","61","A","5","21"],
["249","5","53","61","A","5","27"],
["0","2","0","61","A","5","29"],
["0","8","0","61","A","5","31"],
["0","3","0","61","A","5","33"],
["0","5","0","61","A","5","35"],
["0","2","0","61","A","5","37"],
["0","1","0","61","A","5","39"],
["0","1","0","61","A","5","41"],
["0","2","0","61","A","5","43"],
["0","11","0","61","A","5","45"],
["0","2","0","61","A","5","47"],
