[["PAYANN","ESTAB","EMP","NAICS2002","OPTAX","state","county"],
["4673","28","127","541330","A","1","3"],
["13013","13","96","541330","A","1","15"],
["0","13","0","541330","A","1","69"],
["113623","170","2346","541330","A","1","73"],
["0","11","0","541330","A","1","77"],
["0","10","0","541330","A","1","81"],
["0","191","0","541330","A","1","89"],
["56041","66","1109","541330","A","1","97"],
["31095","58","699","541330","A","1","101"],
["0","27","0","541330","A","1","103"],
["11628","54","233","541330","A","1","117"],
["9142","25","272","541330","A","1","125"],
["141228","138","2214","541330","A","2","20"],
["9432","22","147","541330","A","2","90"],
["23180","20","647","541330","A","4","3"],
["4970","26","110","541330","A","4","5"],
["579810","767","10667","541330","A","4","13"],
["90991","182","1930","541330","A","4","19"],
["8356","32","203","541330","A","4","25"],
["6338","17","176","541330","A","4","27"],
["21546","30","485","541330","A","5","7"],
["47068","91","1028","541330","A","5","119"],
["0","13","0","541330","A","5","131"],
["0","35","0","541330","A","5","143"],
["364645","467","5826","541330","A","6","1"],
["8325","23","168","541330","A","6","7"],
["335006","350","4364","541330","A","6","13"],
["11802","34","227","541330","A","6","17"],
["44400","96","899","541330","A","6","19"],
["10534","23","242","541330","A","6","23"],
["5849","12","107","541330","A","6","25"],
["72900","120","1351","541330","A","6","29"],
["1302009","1457","20709","541330","A","6","37"],
["34618","92","655","541330","A","6","41"],
["27485","56","506","541330","A","6","53"],
["19534","47","341","541330","A","6","55"],
["0","34","0","541330","A","6","57"],
["1124228","1058","16813","541330","A","6","59"],
["58364","107","958","541330","A","6","61"],
["111023","201","2088","541330","A","6","65"],
["290336","260","4531","541330","A","6","67"],
["4170","6","78","541330","A","6","69"],
["116479","209","2326","541330","A","6","71"],
["951126","937","15664","541330","A","6","73"],
["669720","258","7773","541330","A","6","75"],
["17491","47","390","541330","A","6","77"],
["38004","82","866","541330","A","6","79"],
["144138","171","1831","541330","A","6","81"],
["89890","118","1326","541330","A","6","83"],
["832514","725","11099","541330","A","6","85"],
["29555","71","472","541330","A","6","87"],
["24832","38","490","541330","A","6","89"],
["41501","51","666","541330","A","6","95"],
["83916","133","1283","541330","A","6","97"],
["23556","45","463","541330","A","6","99"],
["11065","28","240","541330","A","6","107"],
["154736","224","2890","541330","A","6","111"],
["24990","34","431","541330","A","6","113"],
["29137","46","494","541330","A","8","1"],
["321888","249","5190","541330","A","8","5"],
["352303","199","4924","541330","A","8","13"],
["31135","29","470","541330","A","8","14"],
["249023","219","4097","541330","A","8","31"],
["15984","86","267","541330","A","8","35"],
["8954","20","175","541330","A","8","37"],
["0","214","0","541330","A","8","41"],
["13968","37","260","541330","A","8","45"],
["296364","359","5289","541330","A","8","59"],
["8390","36","197","541330","A","8","67"],
["73769","143","1421","541330","A","8","69"],
["10895","51","252","541330","A","8","77"],
["5797","19","126","541330","A","8","101"],
["4170","14","80","541330","A","8","107"],
["0","8","0","541330","A","8","119"],
["20922","32","361","541330","A","8","123"],
["92458","186","1286","541330","A","9","1"],
["272219","182","4254","541330","A","9","3"],
["0","26","0","541330","A","9","5"],
["23832","39","454","541330","A","9","7"],
["76764","138","1435","541330","A","9","9"],
["0","56","0","541330","A","9","11"],
["0","26","0","541330","A","9","13"],
["11549","23","216","541330","A","10","1"],
["128158","152","2310","541330","A","10","3"],
["13976","24","266","541330","A","10","5"],
["192338","127","2858","541330","A","11","1"],
["0","82","0","541330","A","12","1"],
["10552","37","239","541330","A","12","5"],
["430931","165","7491","541330","A","12","9"],
["155991","365","3007","541330","A","12","11"],
["10156","27","230","541330","A","12","15"],
["5624","22","129","541330","A","12","19"],
["31659","62","590","541330","A","12","21"],
["151903","204","2963","541330","A","12","31"],
["29269","55","663","541330","A","12","33"],
["371573","382","6108","541330","A","12","57"],
["10939","19","189","541330","A","12","61"],
["12779","37","186","541330","A","12","69"],
["51999","114","1061","541330","A","12","71"],
["55867","84","1016","541330","A","12","73"],
["9132","38","229","541330","A","12","81"],
["7139","32","176","541330","A","12","83"],
["23865","44","532","541330","A","12","85"],
["272135","478","5986","541330","A","12","86"],
["5444","20","106","541330","A","12","87"],
["78210","61","1366","541330","A","12","91"],
["322691","325","5412","541330","A","12","95"],
["0","13","0","541330","A","12","97"],
["154133","313","2841","541330","A","12","99"],
["8513","40","208","541330","A","12","101"],
["73306","208","1603","541330","A","12","103"],
["60577","74","1342","541330","A","12","105"],
["4212","25","99","541330","A","12","109"],
["15044","28","351","541330","A","12","111"],
["5390","21","118","541330","A","12","113"],
["30706","83","611","541330","A","12","115"],
["42563","116","852","541330","A","12","117"],
["0","63","0","541330","A","12","127"],
["26068","27","503","541330","A","13","21"],
["36815","44","639","541330","A","13","51"],
["13479","34","219","541330","A","13","57"],
["8530","13","151","541330","A","13","63"],
["217534","255","3709","541330","A","13","67"],
["132344","143","2272","541330","A","13","89"],
["10784","16","256","541330","A","13","95"],
["11546","32","240","541330","A","13","113"],
["18711","39","412","541330","A","13","117"],
["335760","315","5547","541330","A","13","121"],
["210517","280","3745","541330","A","13","135"],
["0","23","0","541330","A","13","139"],
["4101","20","111","541330","A","13","151"],
["44672","33","1238","541330","A","13","153"],
["0","5","0","541330","A","13","157"],
["2501","10","60","541330","A","13","223"],
["20043","32","416","541330","A","13","245"],
["8460","20","149","541330","A","13","247"],
["6096","32","145","541330","A","15","1"],
["151191","221","2656","541330","A","15","3"],
["5875","20","112","541330","A","15","9"],
["0","112","0","541330","A","16","1"],
["0","23","0","541330","A","16","5"],
["0","11","0","541330","A","16","13"],
["0","46","0","541330","A","16","19"],
["0","25","0","541330","A","16","55"],
["0","13","0","541330","A","16","83"],
["23350","42","482","541330","A","17","19"],
["807194","762","11885","541330","A","17","31"],
["279120","340","4535","541330","A","17","43"],
["4465","5","106","541330","A","17","81"],
["37875","88","974","541330","A","17","89"],
["0","138","0","541330","A","17","97"],
["31627","59","576","541330","A","17","111"],
["17080","12","230","541330","A","17","113"],
["8890","18","206","541330","A","17","115"],
["11495","29","242","541330","A","17","119"],
["0","9","0","541330","A","17","133"],
["41248","26","843","541330","A","17","143"],
["0","22","0","541330","A","17","161"],
["26365","36","559","541330","A","17","163"],
["41674","48","762","541330","A","17","167"],
["35335","74","607","541330","A","17","197"],
["17986","56","338","541330","A","17","201"],
["91669","77","1484","541330","A","18","3"],
["0","4","0","541330","A","18","37"],
["8408","16","204","541330","A","18","39"],
["5179","22","112","541330","A","18","43"],
["0","2","0","541330","A","18","55"],
["27237","59","535","541330","A","18","57"],
["43462","85","899","541330","A","18","89"],
["0","4","0","541330","A","18","93"],
["267685","236","4862","541330","A","18","97"],
["3111","8","102","541330","A","18","113"],
["0","26","0","541330","A","18","127"],
["7471","10","135","541330","A","18","129"],
["22805","45","504","541330","A","18","141"],
["0","17","0","541330","A","18","157"],
["27885","47","577","541330","A","18","163"],
["0","18","0","541330","A","19","13"],
["6868","18","162","541330","A","19","103"],
["0","34","0","541330","A","19","113"],
["0","4","0","541330","A","19","127"],
["0","5","0","541330","A","19","139"],
["43905","70","900","541330","A","19","153"],
["6339","21","136","541330","A","19","163"],
["0","22","0","541330","A","19","169"],
["7845","22","175","541330","A","20","45"],
["354713","206","6336","541330","A","20","91"],
["0","14","0","541330","A","20","161"],
["0","12","0","541330","A","20","169"],
["54694","93","1003","541330","A","20","173"],
["0","25","0","541330","A","20","177"],
["10262","17","210","541330","A","20","209"],
["0","8","0","541330","A","21","19"],
["7070","6","102","541330","A","21","49"],
["68214","93","1507","541330","A","21","67"],
["0","10","0","541330","A","21","73"],
["103628","162","1996","541330","A","21","111"],
["11154","23","263","541330","A","21","117"],
["7345","13","177","541330","A","21","145"],
["0","7","0","541330","A","21","209"],
["18048","56","475","541330","A","22","17"],
["26898","24","492","541330","A","22","19"],
["258081","188","4317","541330","A","22","33"],
["4833","10","92","541330","A","22","45"],
["112497","131","1894","541330","A","22","51"],
["0","107","0","541330","A","22","55"],
["4504","19","110","541330","A","22","57"],
["133270","92","2125","541330","A","22","71"],
["23684","32","505","541330","A","22","73"],
["12671","18","273","541330","A","22","79"],
["11956","61","254","541330","A","22","103"],
["4757","8","88","541330","A","23","1"],
["96462","117","1861","541330","A","23","5"],
["25147","30","579","541330","A","23","11"],
["7267","24","170","541330","A","23","19"],
["10326","10","200","541330","A","23","23"],
["0","6","0","541330","A","23","25"],
["9440","33","205","541330","A","23","31"],
["127954","182","2293","541330","A","24","3"],
["221900","164","3675","541330","A","24","5"],
["8692","31","200","541330","A","24","13"],
["16748","17","331","541330","A","24","17"],
["0","47","0","541330","A","24","21"],
["43951","50","945","541330","A","24","25"],
["206668","155","3254","541330","A","24","27"],
["577882","336","8818","541330","A","24","31"],
["255712","133","4539","541330","A","24","33"],
["0","65","0","541330","A","24","37"],
["0","18","0","541330","A","24","43"],
["0","17","0","541330","A","24","45"],
["137601","81","2320","541330","A","24","510"],
["14738","58","320","541330","A","25","1"],
["11939","26","224","541330","A","25","3"],
["19585","71","396","541330","A","25","5"],
["72120","183","1236","541330","A","25","9"],
["26562","50","448","541330","A","25","13"],
["728136","557","11870","541330","A","25","17"],
["366629","185","5929","541330","A","25","21"],
["54442","125","1000","541330","A","25","23"],
["285310","133","4214","541330","A","25","25"],
["165884","163","2385","541330","A","25","27"],
["7448","15","185","541330","A","26","17"],
["12545","24","231","541330","A","26","21"],
["4361","11","103","541330","A","26","37"],
["6413","17","138","541330","A","26","45"],
["0","58","0","541330","A","26","49"],
["13673","41","314","541330","A","26","55"],
["53173","62","1010","541330","A","26","65"],
["21240","24","403","541330","A","26","75"],
["0","39","0","541330","A","26","77"],
["146332","140","3006","541330","A","26","81"],
["0","8","0","541330","A","26","91"],
["22666","59","392","541330","A","26","93"],
["1031396","229","16296","541330","A","26","99"],
["5534","10","157","541330","A","26","103"],
["0","10","0","541330","A","26","115"],
["0","28","0","541330","A","26","121"],
["1538832","637","21421","541330","A","26","125"],
["31859","66","618","541330","A","26","139"],
["19755","33","515","541330","A","26","145"],
["5951","23","131","541330","A","26","147"],
["177899","116","2750","541330","A","26","161"],
["497525","298","7358","541330","A","26","163"],
["0","5","0","541330","A","26","165"],
["26693","71","476","541330","A","27","3"],
["0","10","0","541330","A","27","13"],
["0","10","0","541330","A","27","35"],
["24879","61","405","541330","A","27","37"],
["300843","344","5171","541330","A","27","53"],
["12288","22","485","541330","A","27","109"],
["140234","123","2248","541330","A","27","123"],
["0","35","0","541330","A","27","137"],
["7722","43","183","541330","A","27","163"],
["0","12","0","541330","A","28","45"],
["0","25","0","541330","A","28","47"],
["25902","48","543","541330","A","28","49"],
["65377","23","1954","541330","A","28","59"],
["9235","18","228","541330","A","28","89"],
["0","19","0","541330","A","28","121"],
["0","30","0","541330","A","29","19"],
["0","31","0","541330","A","29","47"],
["13690","40","305","541330","A","29","77"],
["290702","137","4078","541330","A","29","95"],
["0","11","0","541330","A","29","97"],
["0","12","0","541330","A","29","165"],
["25542","48","495","541330","A","29","183"],
["211322","248","3633","541330","A","29","189"],
["84741","65","1387","541330","A","29","510"],
["5790","13","130","541330","A","30","13"],
["13632","59","352","541330","A","30","31"],
["0","33","0","541330","A","30","49"],
["13500","30","272","541330","A","30","63"],
["5659","15","172","541330","A","30","93"],
["0","55","0","541330","A","30","111"],
["100635","87","1672","541330","A","31","55"],
["0","53","0","541330","A","31","109"],
["0","4","0","541330","A","31","141"],
["12985","23","334","541330","A","31","153"],
["0","257","0","541330","A","32","3"],
["0","3","0","541330","A","32","19"],
["110415","147","1759","541330","A","32","31"],
["12101","37","250","541330","A","32","510"],
["5202","15","103","541330","A","33","9"],
["70893","124","1259","541330","A","33","11"],
["0","47","0","541330","A","33","13"],
["57659","112","941","541330","A","33","15"],
["6232","24","126","541330","A","33","17"],
["42146","52","798","541330","A","34","1"],
["220670","221","3400","541330","A","34","3"],
["108682","108","2066","541330","A","34","5"],
["140350","107","1938","541330","A","34","7"],
["6534","19","154","541330","A","34","9"],
["142700","110","2380","541330","A","34","13"],
["20092","52","391","541330","A","34","15"],
["17838","33","286","541330","A","34","17"],
["91729","61","1332","541330","A","34","19"],
["0","102","0","541330","A","34","21"],
["158363","192","2411","541330","A","34","23"],
["191667","180","2565","541330","A","34","25"],
["126440","201","2109","541330","A","34","27"],
["41441","71","975","541330","A","34","29"],
["38026","73","693","541330","A","34","31"],
["207444","119","2679","541330","A","34","35"],
