[["PAYANN","ESTAB","EMP","NAICS2002","OPTAX","state","county"],
["0","6","0","541511","A","1","51"],
["0","83","0","541511","A","1","73"],
["0","107","0","541511","A","1","89"],
["0","21","0","541511","A","1","101"],
["0","44","0","541511","A","1","117"],
["0","27","0","541511","A","2","20"],
["0","11","0","541511","A","4","3"],
["0","562","0","541511","A","4","13"],
["55067","96","995","541511","A","4","19"],
["137579","61","2057","541511","A","5","119"],
["0","22","0","541511","A","5","143"],
["672957","686","8403","541511","A","6","1"],
["227657","327","2897","541511","A","6","13"],
["50230","38","660","541511","A","6","17"],
["0","38","0","541511","A","6","19"],
["34100","29","577","541511","A","6","29"],
["800245","1460","11671","541511","A","6","37"],
["86742","184","1073","541511","A","6","41"],
["8081","42","154","541511","A","6","53"],
["0","20","0","541511","A","6","57"],
["620372","973","9097","541511","A","6","59"],
["29136","65","441","541511","A","6","61"],
["35856","116","667","541511","A","6","65"],
["117477","154","1561","541511","A","6","67"],
["5115","65","164","541511","A","6","71"],
["437465","695","6237","541511","A","6","73"],
["469279","503","5332","541511","A","6","75"],
["13966","31","274","541511","A","6","79"],
["778014","381","7733","541511","A","6","81"],
["36362","63","616","541511","A","6","83"],
["1755395","1370","19697","541511","A","6","85"],
["57464","93","768","541511","A","6","87"],
["3803","15","92","541511","A","6","89"],
["8670","34","135","541511","A","6","95"],
["23984","57","332","541511","A","6","97"],
["5640","8","105","541511","A","6","107"],
["65628","158","984","541511","A","6","111"],
["0","48","0","541511","A","8","1"],
["355387","211","5004","541511","A","8","5"],
["0","225","0","541511","A","8","13"],
["0","23","0","541511","A","8","14"],
["144112","206","2461","541511","A","8","31"],
["0","108","0","541511","A","8","35"],
["0","165","0","541511","A","8","41"],
["0","204","0","541511","A","8","59"],
["0","81","0","541511","A","8","69"],
["0","7","0","541511","A","8","119"],
["184132","280","2243","541511","A","9","1"],
["174897","146","2451","541511","A","9","3"],
["0","20","0","541511","A","9","5"],
["6905","29","118","541511","A","9","7"],
["0","123","0","541511","A","9","9"],
["0","30","0","541511","A","9","11"],
["3754","19","86","541511","A","10","1"],
["0","181","0","541511","A","10","3"],
["97904","118","1570","541511","A","11","1"],
["7175","27","191","541511","A","12","1"],
["92985","101","1698","541511","A","12","9"],
["126505","393","2126","541511","A","12","11"],
["4770","36","92","541511","A","12","21"],
["68324","156","1231","541511","A","12","31"],
["5021","25","150","541511","A","12","33"],
["94610","226","1404","541511","A","12","57"],
["7425","51","178","541511","A","12","71"],
["0","63","0","541511","A","12","73"],
["6407","44","146","541511","A","12","81"],
["91511","329","1478","541511","A","12","86"],
["0","17","0","541511","A","12","91"],
["98993","207","1640","541511","A","12","95"],
["101385","274","1781","541511","A","12","99"],
["58322","198","1435","541511","A","12","103"],
["5327","37","101","541511","A","12","109"],
["0","8","0","541511","A","12","111"],
["16665","49","239","541511","A","12","115"],
["119059","143","1766","541511","A","12","117"],
["0","41","0","541511","A","12","127"],
["11493","67","154","541511","A","13","57"],
["5110","13","70","541511","A","13","63"],
["138500","311","2026","541511","A","13","67"],
["128203","209","2325","541511","A","13","89"],
["5073","11","97","541511","A","13","97"],
["0","68","0","541511","A","13","117"],
["525280","541","7027","541511","A","13","121"],
["110530","352","1796","541511","A","13","135"],
["0","13","0","541511","A","13","215"],
["3467","11","48","541511","A","13","247"],
["37716","87","762","541511","A","15","3"],
["0","12","0","541511","A","15","9"],
["0","83","0","541511","A","16","1"],
["0","29","0","541511","A","17","19"],
["725393","1302","11205","541511","A","17","31"],
["399242","584","5614","541511","A","17","43"],
["0","2","0","541511","A","17","49"],
["16327","100","290","541511","A","17","89"],
["0","300","0","541511","A","17","97"],
["0","74","0","541511","A","17","111"],
["20520","18","286","541511","A","17","113"],
["11908","22","262","541511","A","17","143"],
["0","10","0","541511","A","17","161"],
["0","23","0","541511","A","17","163"],
["0","41","0","541511","A","17","167"],
["10239","111","185","541511","A","17","197"],
["3651","25","83","541511","A","17","201"],
["0","41","0","541511","A","18","3"],
["52653","86","857","541511","A","18","57"],
["8425","30","255","541511","A","18","89"],
["133002","162","2280","541511","A","18","97"],
["0","21","0","541511","A","18","141"],
["0","10","0","541511","A","18","157"],
["0","17","0","541511","A","18","163"],
["0","4","0","541511","A","19","33"],
["4378","16","87","541511","A","19","101"],
["0","35","0","541511","A","19","113"],
["43496","74","665","541511","A","19","153"],
["0","17","0","541511","A","19","169"],
["0","3","0","541511","A","19","191"],
["116090","201","1973","541511","A","20","91"],
["0","5","0","541511","A","20","155"],
["0","35","0","541511","A","20","173"],
["0","5","0","541511","A","21","37"],
["0","41","0","541511","A","21","67"],
["0","8","0","541511","A","21","73"],
["0","101","0","541511","A","21","111"],
["0","14","0","541511","A","21","117"],
["20142","46","418","541511","A","22","33"],
