[["PAYANN","ESTAB","EMP","NAICS2002","OPTAX","state","county"],
["9645","60","302","54","A","1","1"],
["49108","339","1577","54","A","1","3"],
["2892","42","113","54","A","1","5"],
["0","8","0","54","A","1","7"],
["3714","36","126","54","A","1","9"],
["1017","6","26","54","A","1","11"],
["1599","21","75","54","A","1","13"],
["37011","183","997","54","A","1","15"],
["5488","26","194","54","A","1","17"],
["657","16","34","54","A","1","19"],
["1605","30","93","54","A","1","21"],
["1191","19","61","54","A","1","23"],
["2084","34","108","54","A","1","25"],
["0","13","0","54","A","1","27"],
["279","7","17","54","A","1","29"],
["6415","59","324","54","A","1","31"],
["6157","82","310","54","A","1","33"],
["449","9","19","54","A","1","35"],
["0","4","0","54","A","1","37"],
["6301","60","268","54","A","1","39"],
["719","11","41","54","A","1","41"],
["0","103","0","54","A","1","43"],
["0","71","0","54","A","1","45"],
["6066","49","263","54","A","1","47"],
["12802","75","420","54","A","1","49"],
["9278","75","367","54","A","1","51"],
["3605","43","164","54","A","1","53"],
["20409","138","894","54","A","1","55"],
["672","13","33","54","A","1","57"],
["1729","30","101","54","A","1","59"],
["0","29","0","54","A","1","61"],
["472","9","19","54","A","1","63"],
["495","11","26","54","A","1","65"],
["1657","21","74","54","A","1","67"],
["42834","216","1163","54","A","1","69"],
["4120","49","167","54","A","1","71"],
["962890","1953","19401","54","A","1","73"],
["1026","16","53","54","A","1","75"],
["19415","148","786","54","A","1","77"],
["0","30","0","54","A","1","79"],
["28202","162","996","54","A","1","81"],
["17059","83","458","54","A","1","83"],
["639","6","30","54","A","1","85"],
["0","17","0","54","A","1","87"],
["1327732","1062","24329","54","A","1","89"],
["1430","24","67","54","A","1","91"],
["2317","27","96","54","A","1","93"],
["13015","115","501","54","A","1","95"],
["289614","879","8052","54","A","1","97"],
["0","23","0","54","A","1","99"],
["313660","639","6690","54","A","1","101"],
["0","213","0","54","A","1","103"],
["0","11","0","54","A","1","105"],
["748","19","50","54","A","1","107"],
["0","36","0","54","A","1","109"],
["1076","20","65","54","A","1","111"],
["0","46","0","54","A","1","113"],
["8328","83","283","54","A","1","115"],
["0","481","0","54","A","1","117"],
["437","8","24","54","A","1","119"],
["5178","72","247","54","A","1","121"],
["7518","49","288","54","A","1","123"],
["70872","325","2404","54","A","1","125"],
["0","90","0","54","A","1","127"],
["1681","13","44","54","A","1","129"],
["376","11","26","54","A","1","131"],
["1578","21","75","54","A","1","133"],
["0","1054","0","54","A","2","20"],
["1540","7","25","54","A","2","50"],
["0","1","0","54","A","2","60"],
["0","3","0","54","A","2","68"],
["0","4","0","54","A","2","70"],
["48353","203","1067","54","A","2","90"],
["0","1","0","54","A","2","100"],
["23316","91","546","54","A","2","110"],
["14644","102","397","54","A","2","122"],
["0","26","0","54","A","2","130"],
["0","27","0","54","A","2","150"],
["0","102","0","54","A","2","170"],
["0","3","0","54","A","2","180"],
["1191","5","23","54","A","2","185"],
["0","1","0","54","A","2","188"],
["0","1","0","54","A","2","201"],
["846","12","38","54","A","2","220"],
["0","1","0","54","A","2","232"],
["0","7","0","54","A","2","240"],
["3952","22","97","54","A","2","261"],
["0","1","0","54","A","2","270"],
["0","8","0","54","A","2","280"],
["0","2","0","54","A","2","290"],
["2185","24","124","54","A","4","1"],
["125412","186","2977","54","A","4","3"],
["35022","284","1131","54","A","4","5"],
["0","81","0","54","A","4","7"],
["0","25","0","54","A","4","9"],
["0","2","0","54","A","4","11"],
["558","9","37","54","A","4","12"],
["3825913","9629","81751","54","A","4","13"],
["0","193","0","54","A","4","15"],
["8982","93","364","54","A","4","17"],
["665741","2342","15833","54","A","4","19"],
["22685","133","707","54","A","4","21"],
["5685","54","170","54","A","4","23"],
["0","433","0","54","A","4","25"],
["0","159","0","54","A","4","27"],
["1505","31","85","54","A","5","1"],
["2135","26","99","54","A","5","3"],
["9333","69","380","54","A","5","5"],
["0","343","0","54","A","5","7"],
["0","60","0","54","A","5","9"],
["614","11","35","54","A","5","11"],
["0","1","0","54","A","5","13"],
["2566","41","128","54","A","5","15"],
["1196","20","66","54","A","5","17"],
["4721","37","146","54","A","5","19"],
["932","15","37","54","A","5","21"],
["2689","33","122","54","A","5","23"],
["0","1","0","54","A","5","25"],
["4193","40","205","54","A","5","27"],
["8942","28","203","54","A","5","29"],
["0","162","0","54","A","5","31"],
["0","67","0","54","A","5","33"],
["0","57","0","54","A","5","35"],
["1121","24","73","54","A","5","37"],
["259","9","24","54","A","5","39"],
["1205","28","57","54","A","5","41"],
["2175","25","99","54","A","5","43"],
["14002","149","587","54","A","5","45"],
["0","14","0","54","A","5","47"],
["643","12","29","54","A","5","49"],
["21961","194","791","54","A","5","51"],
["1882","12","45","54","A","5","53"],
["6595","50","485","54","A","5","55"],
["0","26","0","54","A","5","57"],
["1190","30","62","54","A","5","59"],
["1017","15","57","54","A","5","61"],
["4329","52","162","54","A","5","63"],
["99","4","6","54","A","5","65"],
["4004","34","152","54","A","5","67"],
["0","92","0","54","A","5","69"],
["1447","28","80","54","A","5","71"],
["248","10","27","54","A","5","73"],
["708","15","47","54","A","5","75"],
["537","8","31","54","A","5","77"],
["0","6","0","54","A","5","79"],
["1279","12","53","54","A","5","81"],
["1261","24","70","54","A","5","83"],
["5655","67","248","54","A","5","85"],
["0","17","0","54","A","5","87"],
["708","12","34","54","A","5","89"],
["4608","42","191","54","A","5","91"],
["3090","46","166","54","A","5","93"],
["766","11","35","54","A","5","95"],
["374","6","19","54","A","5","97"],
["295","6","16","54","A","5","99"],
["0","5","0","54","A","5","101"],
["0","28","0","54","A","5","103"],
["704","9","34","54","A","5","105"],
["0","38","0","54","A","5","107"],
["868","7","51","54","A","5","109"],
["0","20","0","54","A","5","111"],
["2830","32","120","54","A","5","113"],
["0","104","0","54","A","5","115"],
["1241","11","67","54","A","5","117"],
["560651","1453","12630","54","A","5","119"],
["1281","23","68","54","A","5","121"],
["3618","34","143","54","A","5","123"],
["14127","110","439","54","A","5","125"],
["268","11","22","54","A","5","127"],
["368","10","24","54","A","5","129"],
["0","289","0","54","A","5","131"],
["661","15","53","54","A","5","133"],
["1223","21","54","54","A","5","135"],
["506","11","33","54","A","5","137"],
["7612","71","260","54","A","5","139"],
["976","18","46","54","A","5","141"],
["82110","472","2611","54","A","5","143"],
["10124","73","357","54","A","5","145"],
["158","5","7","54","A","5","147"],
["0","16","0","54","A","5","149"],
["3511909","4936","53436","54","A","6","1"],
["0","5","0","54","A","6","3"],
["0","71","0","54","A","6","5"],
["80817","405","2932","54","A","6","7"],
["9711","68","304","54","A","6","9"],
["1094","22","57","54","A","6","11"],
["1635788","3280","26086","54","A","6","13"],
["1724","32","92","54","A","6","15"],
["0","447","0","54","A","6","17"],
["0","1385","0","54","A","6","19"],
["2235","31","118","54","A","6","21"],
["42248","259","1574","54","A","6","23"],
["22389","146","674","54","A","6","25"],
["0","43","0","54","A","6","27"],
["314410","942","7646","54","A","6","29"],
["11009","87","420","54","A","6","31"],
["0","72","0","54","A","6","33"],
["2260","28","98","54","A","6","35"],
["18648945","27228","472705","54","A","6","37"],
["0","102","0","54","A","6","39"],
["502506","1813","8852","54","A","6","41"],
["1458","17","50","54","A","6","43"],
["0","227","0","54","A","6","45"],
