[["PAYANN","ESTAB","EMP","NAICS2002","OPTAX","state","county"],
["0","56","0","81","A","1","1"],
["21825","263","1169","81","A","1","3"],
["2031","33","126","81","A","1","5"],
["0","22","0","81","A","1","7"],
["0","56","0","81","A","1","9"],
["343","10","36","81","A","1","11"],
["1705","29","108","81","A","1","13"],
["21385","201","1036","81","A","1","15"],
["2584","49","161","81","A","1","17"],
["1247","20","95","81","A","1","19"],
["3327","43","176","81","A","1","21"],
["1027","20","62","81","A","1","23"],
["3100","46","199","81","A","1","25"],
["0","17","0","81","A","1","27"],
["0","11","0","81","A","1","29"],
["0","70","0","81","A","1","31"],
["12558","93","551","81","A","1","33"],
["936","12","43","81","A","1","35"],
["0","5","0","81","A","1","37"],
["4867","58","281","81","A","1","39"],
["0","13","0","81","A","1","41"],
["11709","122","576","81","A","1","43"],
["0","64","0","81","A","1","45"],
["6351","68","349","81","A","1","47"],
["4308","82","233","81","A","1","49"],
["6362","68","334","81","A","1","51"],
["3711","62","217","81","A","1","53"],
["13130","146","801","81","A","1","55"],
["905","22","49","81","A","1","57"],
["2870","41","178","81","A","1","59"],
["0","32","0","81","A","1","61"],
["0","9","0","81","A","1","63"],
["0","13","0","81","A","1","65"],
["0","22","0","81","A","1","67"],
["21022","202","1154","81","A","1","69"],
["3177","55","160","81","A","1","71"],
["269566","1300","10736","81","A","1","73"],
["549","11","34","81","A","1","75"],
["13905","133","869","81","A","1","77"],
["1507","33","77","81","A","1","79"],
["11692","137","719","81","A","1","81"],
["5671","95","352","81","A","1","83"],
["0","2","0","81","A","1","85"],
["1457","24","91","81","A","1","87"],
["76799","486","3305","81","A","1","89"],
["1636","40","99","81","A","1","91"],
["1689","40","108","81","A","1","93"],
["8232","111","467","81","A","1","95"],
["105059","711","4982","81","A","1","97"],
["1784","26","113","81","A","1","99"],
["86943","528","3521","81","A","1","101"],
["18740","189","1009","81","A","1","103"],
["0","7","0","81","A","1","105"],
["0","20","0","81","A","1","107"],
["2454","40","124","81","A","1","109"],
["0","27","0","81","A","1","111"],
["7306","91","412","81","A","1","113"],
["6497","79","302","81","A","1","115"],
["40065","233","1462","81","A","1","117"],
["0","6","0","81","A","1","119"],
["11214","98","519","81","A","1","121"],
["3812","49","220","81","A","1","123"],
["32432","272","1718","81","A","1","125"],
["9877","90","415","81","A","1","127"],
["0","11","0","81","A","1","129"],
["787","12","44","81","A","1","131"],
["0","22","0","81","A","1","133"],
["2680","13","68","81","A","2","16"],
["108197","572","4129","81","A","2","20"],
["0","11","0","81","A","2","50"],
["0","1","0","81","A","2","60"],
["0","2","0","81","A","2","68"],
["340","7","9","81","A","2","70"],
["25699","179","1062","81","A","2","90"],
["288","9","31","81","A","2","100"],
["10061","95","489","81","A","2","110"],
["11619","111","548","81","A","2","122"],
["2629","33","157","81","A","2","130"],
["3259","34","155","81","A","2","150"],
["0","1","0","81","A","2","164"],
["8199","92","348","81","A","2","170"],
["729","15","66","81","A","2","180"],
["874","8","41","81","A","2","185"],
["0","6","0","81","A","2","188"],
["225","9","17","81","A","2","201"],
["1528","22","98","81","A","2","220"],
["188","7","13","81","A","2","232"],
["0","7","0","81","A","2","240"],
["4193","22","150","81","A","2","261"],
["0","1","0","81","A","2","270"],
["1098","20","79","81","A","2","280"],
["0","1","0","81","A","2","282"],
["234","4","18","81","A","2","290"],
["0","36","0","81","A","4","1"],
["11435","166","656","81","A","4","3"],
["27422","220","1268","81","A","4","5"],
["4413","75","293","81","A","4","7"],
["0","35","0","81","A","4","9"],
["0","2","0","81","A","4","11"],
["0","26","0","81","A","4","12"],
["906826","4948","37475","81","A","4","13"],
["27598","281","1492","81","A","4","15"],
["31562","126","1031","81","A","4","17"],
["220375","1483","10305","81","A","4","19"],
["16837","174","1014","81","A","4","21"],
["2217","39","187","81","A","4","23"],
["33040","324","1680","81","A","4","25"],
["21156","224","1287","81","A","4","27"],
["2584","43","151","81","A","5","1"],
["2645","32","135","81","A","5","3"],
["5278","92","375","81","A","5","5"],
["0","228","0","81","A","5","7"],
["0","66","0","81","A","5","9"],
["1429","23","64","81","A","5","11"],
["0","4","0","81","A","5","13"],
["2130","39","114","81","A","5","15"],
["923","15","48","81","A","5","17"],
["2684","44","144","81","A","5","19"],
["850","20","45","81","A","5","21"],
["2574","44","142","81","A","5","23"],
["0","4","0","81","A","5","25"],
["3325","48","199","81","A","5","27"],
["1960","21","58","81","A","5","29"],
["17350","148","982","81","A","5","31"],
["6793","73","378","81","A","5","33"],
["9559","77","487","81","A","5","35"],
["1190","30","77","81","A","5","37"],
["1481","19","62","81","A","5","39"],
["975","23","67","81","A","5","41"],
["2010","28","133","81","A","5","43"],
["10093","110","607","81","A","5","45"],
["1058","16","61","81","A","5","47"],
["374","12","29","81","A","5","49"],
["21443","150","1201","81","A","5","51"],
["0","17","0","81","A","5","53"],
["2978","40","181","81","A","5","55"],
["3329","41","172","81","A","5","57"],
["1277","26","92","81","A","5","59"],
["1118","17","50","81","A","5","61"],
["4940","57","272","81","A","5","63"],
["724","15","57","81","A","5","65"],
["1729","29","106","81","A","5","67"],
["16628","107","790","81","A","5","69"],
["2711","32","191","81","A","5","71"],
["0","9","0","81","A","5","73"],
["1866","25","103","81","A","5","75"],
["403","14","29","81","A","5","77"],
["0","11","0","81","A","5","79"],
["0","13","0","81","A","5","81"],
