[["PAYANN","ESTAB","EMP","NAICS2002","OPTAX","state","county"],
["16955","74","801","62","A","1","1"],
["130493","329","4556","62","A","1","3"],
["17050","44","820","62","A","1","5"],
["8550","21","403","62","A","1","7"],
["32631","41","1108","62","A","1","9"],
["6832","15","317","62","A","1","11"],
["19128","38","764","62","A","1","13"],
["160421","279","6060","62","A","1","15"],
["33768","72","1307","62","A","1","17"],
["0","21","0","62","A","1","19"],
["12807","52","625","62","A","1","21"],
["4846","25","256","62","A","1","23"],
["18220","57","852","62","A","1","25"],
["12798","22","599","62","A","1","27"],
["3249","13","173","62","A","1","29"],
["47007","94","1789","62","A","1","31"],
["76326","125","2429","62","A","1","33"],
["0","22","0","62","A","1","35"],
["2129","9","109","62","A","1","37"],
["36751","86","1478","62","A","1","39"],
["9855","19","436","62","A","1","41"],
["91902","148","3391","62","A","1","43"],
["35062","68","1329","62","A","1","45"],
["59538","118","2225","62","A","1","47"],
["45144","101","1976","62","A","1","49"],
["27736","89","1379","62","A","1","51"],
["26614","59","1127","62","A","1","53"],
["189400","258","5958","62","A","1","55"],
["16999","45","792","62","A","1","57"],
["25164","70","1090","62","A","1","59"],
["0","37","0","62","A","1","61"],
["4290","9","196","62","A","1","63"],
["6880","18","352","62","A","1","65"],
["0","23","0","62","A","1","67"],
["292169","307","8571","62","A","1","69"],
["38292","102","1520","62","A","1","71"],
["1808635","1620","49684","62","A","1","73"],
["7193","18","395","62","A","1","75"],
["136403","226","4176","62","A","1","77"],
["12332","33","537","62","A","1","79"],
["0","207","0","62","A","1","81"],
["39151","98","1397","62","A","1","83"],
["1883","10","108","62","A","1","85"],
["0","24","0","62","A","1","87"],
["512596","758","14274","62","A","1","89"],
["18382","49","802","62","A","1","91"],
["23738","67","892","62","A","1","93"],
["77064","183","2932","62","A","1","95"],
["724003","704","22553","62","A","1","97"],
["15959","34","752","62","A","1","99"],
["493282","660","15478","62","A","1","101"],
["162539","297","5642","62","A","1","103"],
["3728","16","193","62","A","1","105"],
["17835","31","726","62","A","1","107"],
["0","64","0","62","A","1","109"],
["14803","44","646","62","A","1","111"],
["0","57","0","62","A","1","113"],
["22218","76","1156","62","A","1","115"],
["153825","318","4536","62","A","1","117"],
["6060","23","364","62","A","1","119"],
